Date,Price,Open,High,Low,Vol.,Change %
10/13/2022,5.24,5.28,5.29,5.22,18.51M,0.00%
10/12/2022,5.24,5.23,5.32,5.21,19.57M,0.19%
10/11/2022,5.23,5.16,5.24,5.16,19.74M,0.76%
10/7/2022,5.2,5.21,5.24,5.19,11.17M,-0.19%
10/6/2022,5.21,5.2,5.25,5.19,12.13M,0.00%
10/5/2022,5.21,5.2,5.24,5.19,11.45M,0.57%
10/4/2022,5.18,5.09,5.19,5.09,8.28M,2.15%
10/3/2022,5.07,5.06,5.13,5.04,23.73M,-0.19%
9/30/2022,5.08,5.08,5.13,5.03,16.41M,-0.39%
9/29/2022,5.1,5.13,5.13,5.08,16.27M,0.78%
9/28/2022,5.06,5.07,5.12,5.04,24.46M,-2.67%
9/27/2022,5.2,5.24,5.28,5.2,23.90M,-0.94%
9/26/2022,5.24,5.33,5.33,5.21,18.67M,-1.67%
9/23/2022,5.33,5.34,5.37,5.29,21.00M,0.19%
9/22/2022,5.32,5.36,5.38,5.28,18.53M,-1.28%
